land_size_m2,building_size_m2,bedrooms,bathrooms,city,price_in_rp
30.0,30.0,2.0,1.0, Bogor,125000000.0
38.0,38.0,2.0,1.0, Bogor,135000000.0
55.0,36.0,2.0,1.0, Bogor,100000000.0
40.0,40.0,2.0,1.0, Bogor,150000000.0
55.0,36.0,2.0,1.0, Bogor,100000000.0
45.0,45.0,2.0,1.0, Bogor,172000000.0
153.0,200.0,4.0,3.0, Bogor,2400000000.0
66.0,33.0,2.0,1.0, Bogor,650000000.0
84.0,96.0,2.0,2.0, Bogor,1700000000.0
66.0,33.0,2.0,1.0, Bogor,650000000.0
101.0,45.0,3.0,2.0, Bogor,800000000.0
84.0,48.0,2.0,1.0, Bogor,840000000.0
105.0,60.0,2.0,1.0, Bogor,945000000.0
86.0,50.0,2.0,1.0, Bogor,1020000000.0
84.0,84.0,3.0,2.0, Bogor,1080000000.0
88.0,40.0,2.0,1.0, Bogor,699000000.0
105.0,45.0,2.0,1.0, Bogor,810000000.0
105.0,150.0,3.0,2.0, Bogor,1380000000.0
88.0,40.0,2.0,1.0, Bogor,699000000.0
164.0,104.0,3.0,3.0, Bogor,1500000000.0
84.0,84.0,3.0,2.0, Bogor,1080000000.0
105.0,45.0,2.0,1.0, Bogor,810000000.0
84.0,84.0,3.0,2.0, Bogor,1080000000.0
98.0,68.0,3.0,1.0, Bogor,780000000.0
96.0,71.0,2.0,1.0, Bogor,800000000.0
90.0,180.0,3.0,4.0, Bogor,840000000.0
88.0,40.0,2.0,1.0, Bogor,699000000.0
88.0,53.0,2.0,1.0, Bogor,650000000.0
84.0,76.0,3.0,2.0, Bogor,1140000000.0
84.0,76.0,3.0,2.0, Bogor,1140000000.0
105.0,150.0,3.0,2.0, Bogor,1380000000.0
84.0,84.0,3.0,2.0, Bogor,1080000000.0
84.0,76.0,3.0,2.0, Bogor,1140000000.0
84.0,76.0,3.0,2.0, Bogor,1140000000.0
105.0,150.0,3.0,2.0, Bogor,1380000000.0
104.0,180.0,5.0,2.0, Bogor,1620000000.0
105.0,45.0,2.0,1.0, Bogor,810000000.0
82.0,45.0,2.0,1.0, Bogor,695000000.0
72.0,72.0,2.0,1.0, Bogor,450000000.0
131.0,177.0,3.0,1.0, Bogor,850000000.0
78.0,36.0,2.0,1.0, Bogor,655000000.0
68.0,36.0,2.0,1.0, Bogor,545000000.0
144.0,300.0,4.0,4.0, Bogor,2000000000.0
68.0,36.0,2.0,1.0, Bogor,649000000.0
530.0,270.0,3.0,4.0, Bogor,2900000000.0
74.0,36.0,2.0,1.0, Bogor,688000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
80.0,48.0,2.0,1.0, Bogor,400000000.0
72.0,36.0,2.0,1.0, Bogor,200000000.0
88.0,55.0,3.0,2.0, Bogor,575000000.0
200.0,400.0,4.0,3.0, Bogor,1500000000.0
76.0,36.0,2.0,1.0, Bogor,644000000.0
60.0,54.0,3.0,2.0, Bogor,500000000.0
70.0,54.0,3.0,2.0, Bogor,600000000.0
61.0,40.0,2.0,1.0, Bogor,400000000.0
61.0,40.0,2.0,1.0, Bogor,400000000.0
64.0,40.0,2.0,1.0, Bogor,560000000.0
70.0,54.0,3.0,2.0, Bogor,600000000.0
78.0,36.0,2.0,1.0, Bogor,655000000.0
60.0,54.0,3.0,2.0, Bogor,500000000.0
70.0,54.0,3.0,2.0, Bogor,600000000.0
72.0,90.0,3.0,2.0, Bogor,999000000.0
105.0,90.0,3.0,2.0, Bogor,750000000.0
50.0,36.0,2.0,1.0, Bogor,185000000.0
60.0,54.0,3.0,2.0, Bogor,500000000.0
72.0,45.0,2.0,1.0, Bogor,590000000.0
72.0,45.0,2.0,1.0, Bogor,599000000.0
72.0,42.0,2.0,1.0, Bogor,514000000.0
84.0,48.0,2.0,1.0, Bogor,624000000.0
84.0,48.0,2.0,1.0, Bogor,624000000.0
69.0,41.0,2.0,1.0, Bogor,494000000.0
72.0,45.0,2.0,1.0, Bogor,594000000.0
63.0,41.0,2.0,1.0, Bogor,499000000.0
63.0,41.0,2.0,1.0, Bogor,499000000.0
72.0,45.0,2.0,1.0, Bogor,599000000.0
72.0,45.0,2.0,1.0, Bogor,599000000.0
84.0,84.0,3.0,2.0, Bogor,1100000000.0
77.0,36.0,2.0,1.0, Bogor,600000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
105.0,55.0,2.0,1.0, Bogor,780000000.0
90.0,80.0,3.0,3.0, Bogor,700000000.0
66.0,33.0,2.0,1.0, Bogor,650000000.0
135.0,90.0,4.0,3.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
377.0,277.0,3.0,2.0, Bogor,4000000000.0
746.0,369.0,4.0,4.0, Bogor,5000000000.0
1720.0,700.0,4.0,3.0, Bogor,7500000000.0
77.0,60.0,3.0,2.0, Bogor,770000000.0
983.0,1200.0,5.0,4.0, Bogor,5200000000.0
144.0,150.0,3.0,3.0, Bogor,1500000000.0
153.0,200.0,4.0,3.0, Bogor,2400000000.0
66.0,33.0,2.0,1.0, Bogor,650000000.0
66.0,33.0,2.0,1.0, Bogor,650000000.0
66.0,33.0,2.0,1.0, Bogor,650000000.0
90.0,110.0,3.0,2.0, Bogor,1440000000.0
112.0,110.0,2.0,3.0, Bogor,1890000000.0
144.0,136.0,2.0,3.0, Bogor,2380000000.0
120.0,155.0,6.0,3.0, Bogor,1980000000.0
940.0,450.0,7.0,5.0, Bogor,7000000000.0
180.0,120.0,4.0,3.0, Bogor,2040000000.0
120.0,155.0,6.0,3.0, Bogor,1980000000.0
198.0,150.0,4.0,2.0, Bogor,1440000000.0
120.0,155.0,6.0,3.0, Bogor,1980000000.0
198.0,150.0,4.0,2.0, Bogor,1440000000.0
198.0,150.0,4.0,2.0, Bogor,1440000000.0
120.0,155.0,6.0,3.0, Bogor,1980000000.0
198.0,150.0,4.0,2.0, Bogor,1440000000.0
198.0,230.0,5.0,2.0, Bogor,2000000000.0
60.0,60.0,3.0,1.0, Bogor,587000000.0
78.0,50.0,2.0,1.0, Bogor,500000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
36.0,90.0,2.0,1.0, Bogor,630000000.0
808.0,350.0,4.0,2.0, Bogor,5000000000.0
72.0,36.0,2.0,1.0, Bogor,633000000.0
216.0,307.0,4.0,4.0, Bogor,4320000000.0
180.0,249.0,4.0,3.0, Bogor,3550000000.0
82.0,70.0,4.0,2.0, Bogor,569000000.0
60.0,49.0,2.0,2.0, Bogor,467000000.0
82.0,70.0,4.0,2.0, Bogor,570000000.0
153.0,200.0,4.0,3.0, Bogor,2400000000.0
153.0,200.0,4.0,3.0, Bogor,2400000000.0
153.0,200.0,4.0,3.0, Bogor,2400000000.0
153.0,200.0,4.0,3.0, Bogor,2400000000.0
270.0,250.0,5.0,4.0, Bogor,2500000000.0
180.0,120.0,4.0,3.0, Bogor,2040000000.0
128.0,200.0,3.0,3.0, Bogor,2040000000.0
128.0,200.0,3.0,3.0, Bogor,2040000000.0
128.0,200.0,3.0,3.0, Bogor,2040000000.0
128.0,200.0,3.0,3.0, Bogor,2040000000.0
84.0,155.0,3.0,2.0, Bogor,1100000000.0
126.0,180.0,4.0,3.0, Bogor,1440000000.0
126.0,180.0,4.0,3.0, Bogor,1440000000.0
198.0,150.0,4.0,2.0, Bogor,1440000000.0
116.0,85.0,3.0,2.0, Bogor,780000000.0
120.0,155.0,6.0,3.0, Bogor,1980000000.0
126.0,180.0,4.0,3.0, Bogor,1440000000.0
309.0,300.0,7.0,6.0, Bogor,1000000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
64.0,54.0,3.0,2.0, Bogor,530000000.0
90.0,80.0,3.0,3.0, Bogor,784000000.0
366.0,450.0,4.0,4.0, Bogor,4500000000.0
502.0,430.0,4.0,3.0, Bogor,12500000000.0
625.0,350.0,4.0,4.0, Bogor,3600000000.0
60.0,55.0,2.0,2.0, Bogor,890000000.0
90.0,45.0,2.0,1.0, Bogor,810000000.0
84.0,70.0,2.0,1.0, Bogor,630000000.0
165.0,160.0,3.0,3.0, Bogor,2550000000.0
109.0,90.0,3.0,2.0, Bogor,468000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
69.0,72.0,2.0,1.0, Bogor,570000000.0
230.0,300.0,4.0,2.0, Bogor,3800000000.0
230.0,300.0,4.0,2.0, Bogor,3800000000.0
215.0,200.0,3.0,2.0, Bogor,3000000000.0
120.0,160.0,3.0,3.0, Bogor,2000000000.0
200.0,150.0,2.0,2.0, Bogor,2400000000.0
120.0,50.0,2.0,1.0, Bogor,388000000.0
180.0,237.0,4.0,3.0, Bogor,4600000000.0
60.0,30.0,2.0,1.0, Bogor,546000000.0
168.0,155.0,5.0,2.0, Bogor,1000000000.0
186.0,110.0,3.0,2.0, Bogor,1680000000.0
165.0,160.0,3.0,3.0, Bogor,2550000000.0
165.0,160.0,3.0,3.0, Bogor,2550000000.0
200.0,90.0,3.0,2.0, Bogor,1680000000.0
186.0,110.0,3.0,2.0, Bogor,1680000000.0
165.0,160.0,3.0,3.0, Bogor,2550000000.0
186.0,110.0,3.0,2.0, Bogor,1680000000.0
165.0,160.0,3.0,3.0, Bogor,2550000000.0
200.0,90.0,3.0,2.0, Bogor,1680000000.0
186.0,110.0,3.0,2.0, Bogor,1680000000.0
186.0,110.0,3.0,2.0, Bogor,1680000000.0
200.0,90.0,3.0,2.0, Bogor,1680000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
120.0,100.0,4.0,3.0, Bogor,1400000000.0
1000.0,276.0,4.0,4.0, Bogor,13000000000.0
180.0,120.0,4.0,3.0, Bogor,2040000000.0
60.0,36.0,2.0,1.0, Bogor,275000000.0
60.0,36.0,2.0,1.0, Bogor,275000000.0
200.0,90.0,3.0,2.0, Bogor,1680000000.0
330.0,525.0,4.0,4.0, Bogor,5000000000.0
128.0,99.0,3.0,2.0, Bogor,1500000000.0
120.0,90.0,3.0,2.0, Bogor,1450000000.0
200.0,240.0,3.0,2.0, Bogor,2650000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
300.0,350.0,4.0,3.0, Bogor,3500000000.0
105.0,110.0,3.0,2.0, Bogor,1250000000.0
144.0,170.0,4.0,3.0, Bogor,1600000000.0
105.0,140.0,3.0,2.0, Bogor,1450000000.0
577.0,600.0,5.0,4.0, Bogor,10000000000.0
220.0,300.0,5.0,3.0, Bogor,3800000000.0
220.0,300.0,5.0,3.0, Bogor,3800000000.0
375.0,400.0,4.0,3.0, Bogor,3500000000.0
105.0,140.0,3.0,2.0, Bogor,1450000000.0
105.0,70.0,2.0,1.0, Bogor,1030000000.0
105.0,120.0,3.0,2.0, Bogor,1200000000.0
200.0,200.0,4.0,4.0, Bogor,2950000000.0
160.0,232.0,4.0,3.0, Bogor,2650000000.0
144.0,220.0,4.0,2.0, Bogor,1700000000.0
144.0,220.0,4.0,2.0, Bogor,1700000000.0
105.0,120.0,3.0,3.0, Bogor,1200000000.0
90.0,45.0,2.0,1.0, Bogor,700000000.0
90.0,45.0,2.0,1.0, Bogor,699000000.0
180.0,237.0,4.0,4.0, Bogor,4100000000.0
300.0,381.0,4.0,4.0, Bogor,7600000000.0
315.0,381.0,4.0,4.0, Bogor,8300000000.000001
240.0,333.0,4.0,4.0, Bogor,6300000000.0
105.0,45.0,2.0,1.0, Bogor,1150000000.0
180.0,237.0,4.0,3.0, Bogor,4600000000.0
81.0,81.0,3.0,1.0, Bogor,900000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
70.0,90.0,3.0,2.0, Bogor,900000000.0
126.0,180.0,4.0,3.0, Bogor,1440000000.0
126.0,180.0,4.0,3.0, Bogor,1440000000.0
78.0,60.0,3.0,2.0, Bogor,755000000.0
85.0,60.0,3.0,2.0, Bogor,785000000.0
64.0,60.0,3.0,2.0, Bogor,685000000.0
112.0,75.0,3.0,2.0, Bogor,830000000.0
112.0,75.0,3.0,2.0, Bogor,830000000.0
84.0,36.0,2.0,1.0, Bogor,725000000.0
104.0,180.0,5.0,2.0, Bogor,1620000000.0
72.0,36.0,2.0,1.0, Bogor,400000000.0
50.0,40.0,2.0,1.0, Bogor,280000000.0
96.0,50.0,2.0,1.0, Bogor,495000000.0
105.0,55.0,2.0,1.0, Bogor,780000000.0
105.0,55.0,2.0,1.0, Bogor,780000000.0
350.0,370.0,4.0,4.0, Bogor,2600000000.0
154.0,100.0,3.0,1.0, Bogor,1650000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
148.0,140.0,3.0,2.0, Bogor,975000000.0
148.0,140.0,3.0,2.0, Bogor,975000000.0
75.0,84.0,2.0,2.0, Bogor,992000000.0
180.0,120.0,4.0,3.0, Bogor,2040000000.0
180.0,120.0,4.0,3.0, Bogor,2040000000.0
210.0,67.0,2.0,2.0, Bogor,1000000000.0
347.0,303.0,3.0,3.0, Bogor,2650000000.0
508.0,278.0,4.0,4.0, Bogor,3900000000.0
128.0,200.0,3.0,3.0, Bogor,2040000000.0
60.0,61.0,2.0,2.0, Bogor,798000000.0
60.0,40.0,2.0,2.0, Bogor,590000000.0
72.0,48.0,3.0,1.0, Bogor,749000000.0
72.0,39.0,2.0,1.0, Bogor,674000000.0
60.0,27.0,2.0,1.0, Bogor,516000000.0
60.0,27.0,2.0,1.0, Bogor,516000000.0
64.0,60.0,3.0,2.0, Bogor,655000000.0
60.0,61.0,2.0,2.0, Bogor,782000000.0
27.0,60.0,2.0,1.0, Bogor,460000000.0
60.0,61.0,2.0,2.0, Bogor,800000000.0
72.0,36.0,2.0,1.0, Bogor,475000000.0
72.0,36.0,2.0,1.0, Bogor,450000000.0
120.0,90.0,2.0,2.0, Bogor,400000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
66.0,24.0,1.0,1.0, Bogor,168000000.0
60.0,40.0,2.0,1.0, Bogor,400000000.0
60.0,40.0,2.0,1.0, Bogor,400000000.0
60.0,48.0,2.0,2.0, Bogor,500000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
90.0,36.0,2.0,1.0, Bogor,619000000.0
70.0,36.0,2.0,1.0, Bogor,551000000.0
70.0,36.0,2.0,1.0, Bogor,551000000.0
70.0,36.0,2.0,1.0, Bogor,551000000.0
125.0,48.0,2.0,1.0, Bogor,908000000.0
84.0,45.0,2.0,1.0, Bogor,651000000.0
84.0,45.0,2.0,1.0, Bogor,651000000.0
84.0,45.0,2.0,1.0, Bogor,651000000.0
84.0,45.0,2.0,1.0, Bogor,651000000.0
84.0,45.0,2.0,1.0, Bogor,651000000.0
84.0,95.0,3.0,3.0, Bogor,1070000000.0
70.0,36.0,2.0,1.0, Bogor,535000000.0
70.0,36.0,2.0,1.0, Bogor,535000000.0
70.0,36.0,2.0,1.0, Bogor,535000000.0
70.0,36.0,2.0,1.0, Bogor,551000000.0
70.0,36.0,2.0,1.0, Bogor,551000000.0
70.0,36.0,2.0,1.0, Bogor,551000000.0
84.0,40.0,2.0,1.0, Bogor,661000000.0
84.0,95.0,3.0,3.0, Bogor,1160000000.0
125.0,48.0,2.0,1.0, Bogor,921000000.0
72.0,36.0,2.0,1.0, Bogor,500000000.0
90.0,51.0,2.0,1.0, Bogor,650000000.0
70.0,36.0,2.0,1.0, Bogor,551000000.0
125.0,48.0,2.0,1.0, Bogor,980000000.0
64.0,60.0,3.0,2.0, Bogor,655000000.0
60.0,42.0,2.0,1.0, Bogor,800000000.0
165.0,74.0,3.0,2.0, Bogor,1200000000.0
68.0,62.0,3.0,2.0, Bogor,700000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
64.0,60.0,3.0,2.0, Bogor,685000000.0
60.0,22.0,2.0,1.0, Bogor,514000000.0
72.0,70.0,3.0,2.0, Bogor,798000000.0
60.0,30.0,2.0,1.0, Bogor,75000000.0
65.0,36.0,2.0,1.0, Bogor,455000000.0
60.0,72.0,2.0,2.0, Bogor,931000000.0
60.0,36.0,2.0,1.0, Bogor,410000000.0
70.0,90.0,3.0,2.0, Bogor,900000000.0
61.0,40.0,2.0,1.0, Bogor,440000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
60.0,40.0,2.0,1.0, Bogor,466000000.0
60.0,40.0,2.0,1.0, Bogor,400000000.0
60.0,40.0,2.0,1.0, Bogor,400000000.0
70.0,60.0,3.0,2.0, Bogor,800000000.0
70.0,60.0,3.0,2.0, Bogor,750000000.0
72.0,36.0,2.0,1.0, Bogor,450000000.0
72.0,45.0,2.0,1.0, Bogor,390000000.0
72.0,36.0,2.0,1.0, Bogor,400000000.0
72.0,60.0,2.0,1.0, Bogor,330000000.0
72.0,60.0,2.0,1.0, Bogor,300000000.0
67.0,36.0,2.0,1.0, Bogor,265000000.0
66.0,41.0,3.0,2.0, Bogor,499000000.0
60.0,36.0,2.0,1.0, Bogor,225000000.0
180.0,450.0,5.0,5.0, Bogor,2700000000.0
72.0,45.0,3.0,1.0, Bogor,300000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
1068.0,400.0,3.0,2.0, Bogor,8500000000.0
238.0,154.0,3.0,3.0, Bogor,2500000000.0
924.0,220.0,3.0,3.0, Bogor,7400000000.0
600.0,220.0,3.0,2.0, Bogor,5400000000.0
600.0,220.0,3.0,3.0, Bogor,5400000000.0
250.0,200.0,6.0,2.0, Bogor,2000000000.0
72.0,36.0,2.0,1.0, Bogor,395000000.0
928.0,100.0,4.0,2.0, Bogor,2250000000.0
100.0,70.0,4.0,2.0, Bogor,260000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
8000.0,1000.0,4.0,5.0, Bogor,13900000000.0
500.0,350.0,37.0,15.0, Bogor,2700000000.0
394.0,176.0,3.0,2.0, Bogor,4400000000.0
170.0,90.0,3.0,2.0, Bogor,1550000000.0
105.0,80.0,2.0,1.0, Bogor,875000000.0
563.0,171.0,6.0,3.0, Bogor,4800000000.0
195.0,149.0,3.0,2.0, Bogor,1370000000.0
195.0,149.0,3.0,3.0, Bogor,1370000000.0
136.0,168.0,3.0,2.0, Bogor,1500000000.0
198.0,170.0,4.0,3.0, Bogor,2200000000.0
240.0,250.0,4.0,3.0, Bogor,2300000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
180.0,180.0,4.0,4.0, Bogor,2900000000.0
240.0,228.0,4.0,4.0, Bogor,2500000000.0
160.0,88.0,3.0,2.0, Bogor,1330000000.0
465.0,347.0,5.0,3.0, Bogor,7900000000.0
214.0,275.0,3.0,2.0, Bogor,1250000000.0
90.0,80.0,2.0,1.0, Bogor,575000000.0
86.0,40.0,2.0,1.0, Bogor,476000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
85.0,45.0,2.0,1.0, Bogor,540000000.0
72.0,36.0,2.0,1.0, Bogor,360000000.0
60.0,32.0,2.0,1.0, Bogor,451000000.0
60.0,36.0,2.0,1.0, Bogor,443000000.0
60.0,36.0,2.0,1.0, Bogor,439000000.0
60.0,36.0,2.0,1.0, Bogor,425000000.0
60.0,36.0,2.0,1.0, Bogor,415000000.0
60.0,36.0,2.0,1.0, Bogor,409000000.0
84.0,42.0,2.0,1.0, Bogor,300000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
147.0,40.0,2.0,1.0, Bogor,470000000.0
42.0,84.0,2.0,1.0, Bogor,599000000.0
50.0,36.0,2.0,1.0, Bogor,200000000.0
1337.0,144.0,4.0,3.0, Bogor,3800000000.0
7400.0,1233.0,5.0,7.0, Bogor,45000000000.0
60.0,90.0,3.0,2.0, Bogor,650000000.0
487.0,250.0,4.0,2.0, Bogor,1800000000.0
4640.0,500.0,4.0,4.0, Bogor,6000000000.0
2500.0,500.0,16.0,16.0, Bogor,5000000000.0
4600.0,500.0,4.0,3.0, Bogor,7000000000.0
1500.0,1000.0,3.0,3.0, Bogor,2500000000.0
150.0,100.0,4.0,2.0, Bogor,900000000.0
1000.0,150.0,3.0,2.0, Bogor,1500000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
3033.0,500.0,16.0,8.0, Bogor,5000000000.0
363.0,170.0,3.0,3.0, Bogor,4200000000.0
531.0,222.0,3.0,3.0, Bogor,4850000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
60.0,36.0,2.0,1.0, Bogor,285000000.0
60.0,36.0,2.0,1.0, Bogor,285000000.0
5025.0,300.0,4.0,2.0, Bogor,50000000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
60.0,32.0,2.0,1.0, Bogor,459000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
102.0,102.0,2.0,1.0, Bogor,600000000.0
202.0,186.0,3.0,3.0, Bogor,2600000000.0
5930.0,800.0,13.0,8.0, Bogor,45000000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
90.0,60.0,2.0,1.0, Bogor,835000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
92.0,71.0,3.0,2.0, Bogor,879000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
5360.0,624.0,8.0,9.0, Bogor,35000000000.0
109.0,90.0,3.0,2.0, Bogor,900000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
94.0,96.0,3.0,2.0, Bogor,1350000000.0
150.0,100.0,4.0,2.0, Bogor,1500000000.0
60.0,63.0,3.0,2.0, Bogor,628000000.0
90.0,45.0,2.0,1.0, Bogor,595000000.0
266.0,255.0,3.0,2.0, Bogor,1900000000.0
64.0,60.0,3.0,2.0, Bogor,685000000.0
66.0,45.0,2.0,1.0, Bogor,285000000.0
60.0,40.0,2.0,1.0, Bogor,400000000.0
70.0,60.0,3.0,2.0, Bogor,800000000.0
72.0,50.0,2.0,1.0, Bogor,300000000.0
170.0,110.0,3.0,2.0, Bogor,850000000.0
170.0,100.0,2.0,1.0, Bogor,1200000000.0
132.0,100.0,3.0,2.0, Bogor,550000000.0
72.0,65.0,3.0,2.0, Bogor,355000000.0
72.0,100.0,3.0,2.0, Bogor,430000000.0
84.0,56.0,2.0,1.0, Bogor,245000000.0
72.0,60.0,2.0,1.0, Bogor,245000000.0
160.0,45.0,2.0,1.0, Bogor,950000000.0
72.0,60.0,2.0,1.0, Bogor,250000000.0
72.0,60.0,2.0,1.0, Bogor,250000000.0
120.0,30.0,2.0,1.0, Bogor,295000000.0
72.0,36.0,2.0,1.0, Bogor,235000000.0
90.0,55.0,2.0,1.0, Bogor,350000000.0
90.0,55.0,2.0,1.0, Bogor,350000000.0
90.0,55.0,2.0,1.0, Bogor,350000000.0
90.0,36.0,2.0,1.0, Bogor,225000000.0
90.0,36.0,2.0,1.0, Bogor,280000000.0
144.0,70.0,2.0,2.0, Bogor,650000000.0
120.0,38.0,2.0,1.0, Bogor,549000000.0
90.0,36.0,2.0,1.0, Bogor,434000000.0
84.0,70.0,2.0,2.0, Bogor,750000000.0
72.0,36.0,2.0,1.0, Bogor,450000000.0
155.0,103.0,3.0,3.0, Bogor,1100000000.0
162.0,300.0,4.0,4.0, Bogor,3000000000.0
162.0,170.0,3.0,3.0, Bogor,1800000000.0
351.0,150.0,4.0,3.0, Bogor,3300000000.0
115.0,95.0,2.0,1.0, Bogor,1050000000.0
72.0,69.0,3.0,2.0, Bogor,775000000.0
110.0,69.0,3.0,2.0, Bogor,919000000.0
108.0,69.0,3.0,2.0, Bogor,908000000.0
72.0,69.0,3.0,2.0, Bogor,775000000.0
78.0,42.0,2.0,1.0, Bogor,440000000.0
112.0,133.0,4.0,3.0, Bogor,1020000000.0
91.0,112.0,4.0,2.0, Bogor,805000000.0
4000.0,2000.0,4.0,4.0, Bogor,1000000000.0
1750.0,500.0,3.0,3.0, Bogor,2600000000.0
200.0,350.0,3.0,3.0, Bogor,500000000.0
4704.0,1000.0,4.0,3.0, Bogor,7500000000.0
198.0,350.0,4.0,3.0, Bogor,2500000000.0
178.0,100.0,4.0,2.0, Bogor,820000000.0
110.0,161.0,3.0,3.0, Bogor,389000000.0
636.0,350.0,4.0,4.0, Bogor,4000000000.0
72.0,72.0,2.0,1.0, Bogor,85000000.0
72.0,36.0,2.0,1.0, Bogor,338000000.0
4445.0,350.0,5.0,4.0, Bogor,3500000000.0
72.0,32.0,2.0,1.0, Bogor,550000000.0
74.0,70.0,3.0,2.0, Depok,799000000.0
72.0,70.0,3.0,2.0, Depok,811000000.0
80.0,45.0,2.0,1.0, Depok,660000000.0
120.0,100.0,3.0,3.0, Depok,1200000000.0
60.0,40.0,2.0,1.0, Depok,330000000.0
120.0,100.0,3.0,3.0, Depok,1200000000.0
80.0,45.0,2.0,1.0, Depok,660000000.0
180.0,200.0,3.0,4.0, Depok,2280000000.0
72.0,85.0,3.0,2.0, Depok,790000000.0
75.0,50.0,2.0,1.0, Depok,690000000.0
83.0,90.0,3.0,2.0, Depok,1030000000.0
80.0,45.0,2.0,1.0, Depok,660000000.0
73.0,50.0,2.0,1.0, Depok,495000000.0
54.0,85.0,3.0,3.0, Depok,885000000.0
91.0,75.0,3.0,2.0, Depok,775000000.0
60.0,72.0,2.0,1.0, Depok,900000000.0
75.0,45.0,2.0,1.0, Depok,650000000.0
70.0,74.0,3.0,2.0, Depok,799000000.0
72.0,80.0,3.0,2.0, Depok,930000000.0
68.0,90.0,3.0,3.0, Depok,895000000.0
91.0,70.0,3.0,2.0, Depok,775000000.0
68.0,42.0,2.0,1.0, Depok,725000000.0
70.0,72.0,3.0,2.0, Depok,800000000.0
70.0,110.0,3.0,3.0, Depok,1150000000.0
66.0,40.0,2.0,1.0, Depok,494000000.0
88.0,100.0,3.0,3.0, Depok,940000000.0
180.0,356.0,4.0,3.0, Depok,1200000000.0
55.0,47.0,3.0,2.0, Depok,560000000.0
60.0,40.0,2.0,1.0, Depok,350000000.0
75.0,55.0,2.0,1.0, Depok,625000000.0
103.0,60.0,3.0,2.0, Depok,750000000.0
70.0,50.0,2.0,1.0, Depok,675000000.0
68.0,45.0,2.0,1.0, Depok,400000000.0
89.0,75.0,3.0,2.0, Depok,895000000.0
85.0,120.0,4.0,3.0, Depok,930000000.0
50.0,80.0,3.0,3.0, Depok,865000000.0
72.0,100.0,3.0,3.0, Depok,1120000000.0
70.0,100.0,3.0,2.0, Depok,1150000000.0
65.0,92.0,3.0,3.0, Depok,1270000000.0
100.0,84.0,3.0,2.0, Depok,1000000000.0
60.0,36.0,2.0,1.0, Depok,220000000.0
150.0,54.0,2.0,2.0, Depok,390000000.0
84.0,90.0,3.0,3.0, Depok,1580000000.0
75.0,103.0,3.0,3.0, Depok,1300000000.0
60.0,74.0,3.0,2.0, Depok,945000000.0
117.0,165.0,4.0,3.0, Depok,1200000000.0
84.0,85.0,3.0,3.0, Depok,1580000000.0
63.0,37.0,2.0,1.0, Depok,550000000.0
232.0,150.0,4.0,4.0, Depok,2990000000.0
83.0,154.0,5.0,2.0, Depok,1050000000.0
